Epoch,Train_Loss,Test_Accuracy
1,1.0634581610055132,77.55
2,0.7210062895344376,78.54
3,0.6737068092029825,79.48
4,0.6539439622095893,80.09
5,0.6334636428000755,80.34
6,0.619863021539635,80.67
7,0.6146838405406101,80.57
8,0.5987963738135627,80.87
9,0.5902694185346041,81.16
10,0.5917900175390073,80.87
11,0.5800302552532403,81.22
12,0.5710875288805592,81.04
13,0.5674067038997426,81.83
14,0.5665586666464424,81.43
15,0.5591892444469649,81.75
16,0.5534548587949323,81.74
