Epoch,Train_Loss,Test_Accuracy
1,0.8371356886240129,78.4
2,0.6760977517315309,79.17
3,0.6452314232166807,80.74
4,0.6303852485946868,80.68
5,0.6169381948594321,80.79
6,0.6062959298844225,81.1
7,0.593539535722821,81.41
8,0.5842788236326539,80.62
9,0.5673045182620876,81.44
10,0.5695479082912492,81.84
11,0.5604040819105245,81.52
12,0.5502104297880934,82.62
13,0.5506954835018743,82.43
14,0.5431847777015035,82.04
15,0.5362863546989319,82.28
