Epoch,Train_Loss,Test_Accuracy
1,0.7649180405676098,78.01
2,0.6499039061791761,80.14
3,0.6123552644817172,80.65
4,0.588683429864722,81.05
5,0.5691700094759045,81.43
6,0.5509215182817219,81.47
7,0.5382941782913068,80.75
8,0.5262472611814452,81.21
9,0.5162895476577836,81.83
10,0.49845916650574407,82.14
11,0.49330760372691784,81.37
12,0.4844211548690756,82.48
13,0.4754801340024592,81.29
14,0.46339979045145496,82.69
15,0.4603266645644768,82.02
16,0.4541759491062134,82.4
17,0.4474619450005902,81.65
