Epoch,Train_Loss,Test_Accuracy
1,0.977056369271251,78.0
2,0.8062582958301366,79.3
3,0.780676153307913,79.7
4,0.7628503062178977,79.28
5,0.7481572309595914,80.17
6,0.7429990941373797,80.16
7,0.7252204096801603,80.24
8,0.7318494857806696,80.42
9,0.7285321709138036,80.49
10,0.7274990955454679,80.52
11,0.7169409274711719,80.87
12,0.7069597662315106,79.72
13,0.7078336616757582,80.63
14,0.7054149451464777,80.93
15,0.7052379382949415,80.47
16,0.7031296803946687,80.33
17,0.6941559859101618,80.87
