Epoch,Train_Loss,Test_Accuracy
1,0.8276058363174675,78.49
2,0.7025247761170527,79.86
3,0.6727429116698922,79.45
4,0.654625505180368,80.17
5,0.637906360668169,79.59
6,0.6292122108998851,80.16
7,0.6171482477577848,80.8
8,0.6125630848657909,81.18
9,0.6027305629855154,81.71
10,0.595730880505369,80.73
11,0.5817855643352788,81.87
12,0.57700483417061,82.07
13,0.5787412409962024,81.17
14,0.5701001869968627,82.56
15,0.567005988527435,82.08
16,0.5703649813558379,81.85
17,0.5596944435010411,81.84
