Epoch,Train_Loss,Test_Accuracy
1,0.8482928331738775,78.86
2,0.7230807520873411,77.61
3,0.691469832825798,79.64
4,0.6790055372607456,79.95
5,0.651608499421268,80.56
6,0.6462941572346599,79.96
7,0.636885690549895,80.97
8,0.6282011603820957,80.75
9,0.615533136174569,81.65
10,0.6048628650867856,81.2
11,0.6052901091975275,81.92
12,0.5947932489240162,81.37
13,0.5922509082905848,82.26
14,0.5846568807549608,80.55
15,0.5762595755124962,82.09
16,0.5678523849846077,82.03
